no_of_children,no_of_week_nights,arrival_date,avg_price_per_room,booking_status
0.0,1.0,27.0,137.7,1.0
0.0,1.0,29.0,103.0,0.0
0.0,2.0,2.0,67.0,0.0
2.0,1.0,21.0,86.5,1.0
0.0,2.0,22.0,85.0,1.0
0.0,1.0,22.0,89.0,0.0
0.0,2.0,21.0,139.0,0.0
0.0,3.0,24.0,125.1,1.0
0.0,2.0,1.0,121.13,0.0
0.0,2.0,21.0,109.1,0.0
0.0,2.0,19.0,110.0,1.0
0.0,1.0,12.0,72.25,0.0
0.0,1.0,22.0,126.9,1.0
0.0,4.0,2.0,75.0,0.0
0.0,2.0,7.0,146.0,0.0
0.0,1.0,16.0,114.0,0.0
0.0,1.0,6.0,110.0,0.0
0.0,4.0,14.0,106.53,1.0
2.0,4.0,21.0,147.9,0.0
0.0,2.0,13.0,115.0,1.0
0.0,5.0,31.0,114.63,0.0
0.0,1.0,19.0,81.0,0.0
0.0,4.0,11.0,139.5,0.0
0.0,1.0,1.0,115.2,1.0
0.0,1.0,24.0,112.8,0.0
0.0,2.0,18.0,109.0,0.0
1.0,1.0,5.0,104.0,0.0
0.0,0.0,4.0,104.0,0.0
0.0,4.0,5.0,90.0,1.0
0.0,2.0,22.0,84.0,0.0
0.0,1.0,7.0,159.3,0.0
0.0,2.0,4.0,139.0,0.0
0.0,2.0,15.0,130.0,1.0
0.0,1.0,10.0,65.0,0.0
0.0,3.0,5.0,96.5,0.0
0.0,1.0,7.0,157.5,0.0
0.0,2.0,6.0,112.28,0.0
0.0,3.0,22.0,77.23,1.0
0.0,1.0,28.0,119.0,0.0
0.0,2.0,14.0,115.0,1.0
2.0,2.0,30.0,83.5,1.0
0.0,1.0,30.0,126.0,0.0
0.0,2.0,13.0,90.0,0.0
0.0,1.0,23.0,95.0,0.0
1.0,2.0,4.0,163.67,1.0
1.0,1.0,6.0,135.0,0.0
0.0,1.0,15.0,94.5,1.0
0.0,1.0,28.0,85.0,1.0
0.0,1.0,23.0,86.4,0.0
0.0,2.0,30.0,102.6,0.0
0.0,1.0,27.0,93.0,0.0
0.0,4.0,13.0,79.56,0.0
0.0,4.0,30.0,96.2,0.0
2.0,1.0,20.0,277.0,0.0
0.0,2.0,30.0,65.0,1.0
0.0,1.0,29.0,67.0,0.0
0.0,1.0,30.0,90.0,0.0
0.0,3.0,27.0,140.8,0.0
0.0,4.0,30.0,115.5,0.0
0.0,2.0,1.0,80.0,0.0
0.0,1.0,14.0,66.0,0.0
0.0,3.0,1.0,110.0,1.0
0.0,3.0,26.0,61.09,0.0
2.0,3.0,14.0,207.0,0.0
2.0,1.0,26.0,224.33,1.0
0.0,1.0,23.0,97.0,0.0
0.0,2.0,5.0,91.0,1.0
0.0,2.0,26.0,113.55,0.0
0.0,3.0,11.0,110.0,0.0
0.0,1.0,5.0,98.0,0.0
0.0,3.0,23.0,78.3,1.0
0.0,2.0,25.0,52.0,1.0
0.0,3.0,15.0,130.9,0.0
0.0,2.0,19.0,100.0,1.0
0.0,1.0,27.0,96.3,0.0
0.0,4.0,2.0,107.0,0.0
0.0,3.0,22.0,95.0,1.0
0.0,3.0,22.0,116.33,1.0
0.0,2.0,1.0,75.0,1.0
0.0,1.0,17.0,128.0,1.0
0.0,6.0,27.0,64.75,1.0
0.0,2.0,20.0,108.9,0.0
0.0,2.0,11.0,63.75,1.0
0.0,2.0,3.0,100.0,1.0
0.0,2.0,2.0,65.0,1.0
0.0,4.0,25.0,90.1,1.0
0.0,2.0,22.0,90.0,0.0
0.0,4.0,12.0,120.0,1.0
0.0,2.0,2.0,118.0,0.0
0.0,1.0,17.0,99.3,0.0
0.0,4.0,19.0,132.3,0.0
0.0,2.0,26.0,80.3,0.0
0.0,1.0,18.0,79.0,1.0
0.0,1.0,11.0,95.62,1.0
0.0,1.0,19.0,65.0,0.0
0.0,1.0,7.0,80.0,0.0
0.0,3.0,15.0,89.25,0.0
0.0,2.0,30.0,55.0,0.0
0.0,3.0,9.0,76.5,0.0
0.0,3.0,5.0,66.0,0.0
0.0,0.0,20.0,85.0,0.0
0.0,1.0,18.0,137.7,0.0
0.0,3.0,19.0,137.7,1.0
1.0,5.0,13.0,122.04,1.0
0.0,2.0,22.0,85.0,1.0
1.0,2.0,25.0,165.67,1.0
0.0,2.0,19.0,115.0,1.0
0.0,2.0,28.0,128.7,1.0
2.0,1.0,3.0,185.33,0.0
1.0,1.0,18.0,112.5,0.0
0.0,2.0,18.0,89.25,0.0
0.0,3.0,14.0,71.1,0.0
0.0,3.0,17.0,109.0,1.0
0.0,0.0,21.0,129.0,0.0
0.0,2.0,19.0,82.0,0.0
0.0,3.0,31.0,100.0,1.0
0.0,4.0,20.0,84.0,0.0
0.0,4.0,30.0,118.2,0.0
0.0,1.0,6.0,92.0,0.0
0.0,1.0,18.0,70.0,1.0
0.0,3.0,5.0,123.98,0.0
0.0,2.0,15.0,103.5,1.0
0.0,1.0,2.0,92.95,0.0
0.0,4.0,30.0,75.34,0.0
2.0,3.0,6.0,204.0,0.0
0.0,2.0,4.0,74.69,0.0
1.0,2.0,16.0,186.3,1.0
0.0,2.0,23.0,85.0,0.0
0.0,0.0,25.0,118.58,0.0
1.0,0.0,27.0,112.5,0.0
0.0,2.0,25.0,66.24,0.0
0.0,2.0,22.0,90.84,0.0
0.0,2.0,19.0,85.0,0.0
0.0,0.0,17.0,89.0,0.0
0.0,2.0,7.0,91.25,0.0
0.0,2.0,9.0,161.33,0.0
0.0,2.0,19.0,140.0,1.0
0.0,3.0,3.0,89.0,1.0
0.0,1.0,26.0,65.0,0.0
0.0,3.0,21.0,89.1,1.0
0.0,2.0,24.0,95.0,0.0
1.0,1.0,12.0,110.0,0.0
0.0,10.0,4.0,132.0,1.0
0.0,0.0,12.0,96.0,0.0
0.0,2.0,13.0,121.5,0.0
0.0,2.0,11.0,127.8,0.0
0.0,2.0,12.0,79.0,0.0
0.0,2.0,2.0,113.33,0.0
0.0,1.0,23.0,90.95,0.0
0.0,1.0,30.0,140.4,1.0
0.0,2.0,17.0,72.0,1.0
0.0,2.0,15.0,83.93,1.0
0.0,3.0,22.0,84.5,0.0
0.0,1.0,5.0,160.0,0.0
2.0,3.0,11.0,6.0,0.0
0.0,2.0,13.0,105.3,1.0
0.0,2.0,28.0,129.0,0.0
0.0,4.0,11.0,96.9,0.0
0.0,0.0,23.0,135.9,0.0
0.0,1.0,15.0,75.0,0.0
0.0,4.0,31.0,90.18,0.0
0.0,5.0,14.0,55.74,0.0
0.0,3.0,29.0,110.75,0.0
0.0,1.0,25.0,94.5,1.0
0.0,4.0,21.0,117.0,1.0
0.0,3.0,27.0,80.75,1.0
0.0,3.0,6.0,92.65,1.0
0.0,2.0,11.0,100.0,0.0
0.0,2.0,13.0,125.1,0.0
0.0,2.0,12.0,79.0,0.0
0.0,2.0,3.0,153.0,1.0
2.0,2.0,21.0,205.0,0.0
1.0,2.0,20.0,113.6,1.0
0.0,1.0,12.0,80.85,0.0
0.0,1.0,30.0,77.03,0.0
0.0,4.0,2.0,89.25,1.0
0.0,1.0,19.0,106.0,0.0
0.0,1.0,12.0,75.0,0.0
0.0,2.0,30.0,135.9,1.0
1.0,2.0,4.0,103.7,0.0
0.0,3.0,6.0,79.66,0.0
0.0,2.0,10.0,116.1,1.0
0.0,3.0,24.0,114.3,0.0
0.0,2.0,17.0,87.0,0.0
0.0,3.0,3.0,89.0,1.0
0.0,1.0,17.0,104.85,0.0
0.0,1.0,18.0,75.0,0.0
0.0,4.0,27.0,90.95,1.0
0.0,3.0,17.0,81.3,0.0
0.0,4.0,24.0,67.83,0.0
0.0,3.0,24.0,59.5,0.0
0.0,2.0,19.0,106.0,1.0
0.0,2.0,17.0,82.0,0.0
0.0,5.0,8.0,82.98,0.0
0.0,3.0,13.0,120.0,0.0
0.0,1.0,16.0,132.6,1.0
0.0,3.0,6.0,153.0,0.0
0.0,5.0,24.0,131.4,1.0
0.0,3.0,10.0,115.0,0.0
0.0,2.0,16.0,101.5,1.0
0.0,1.0,22.0,185.0,0.0
0.0,2.0,20.0,140.0,0.0
1.0,2.0,25.0,124.0,0.0
0.0,2.0,25.0,105.0,1.0
0.0,4.0,25.0,132.6,1.0
0.0,3.0,29.0,85.5,1.0
0.0,2.0,9.0,95.0,0.0
0.0,4.0,14.0,150.3,1.0
0.0,3.0,26.0,137.91,1.0
0.0,0.0,1.0,111.0,0.0
0.0,2.0,4.0,96.13,0.0
0.0,1.0,25.0,84.0,0.0
0.0,5.0,31.0,140.27,0.0
0.0,3.0,29.0,110.15,0.0
0.0,4.0,6.0,90.95,0.0
0.0,1.0,12.0,96.0,0.0
0.0,5.0,26.0,92.08,0.0
0.0,2.0,26.0,86.0,0.0
0.0,2.0,25.0,185.0,0.0
0.0,0.0,20.0,90.0,1.0
0.0,2.0,25.0,88.0,0.0
0.0,1.0,5.0,120.0,0.0
0.0,2.0,15.0,54.5,0.0
0.0,2.0,7.0,86.75,1.0
0.0,4.0,29.0,111.42,1.0
0.0,2.0,2.0,100.0,1.0
0.0,4.0,9.0,76.58,0.0
0.0,2.0,25.0,94.5,1.0
0.0,0.0,28.0,97.0,0.0
2.0,2.0,14.0,190.8,0.0
0.0,2.0,14.0,101.5,0.0
0.0,3.0,3.0,65.75,0.0
0.0,0.0,25.0,94.5,0.0
0.0,3.0,1.0,86.7,1.0
0.0,1.0,12.0,73.0,0.0
0.0,5.0,23.0,77.39,0.0
0.0,5.0,17.0,78.5,0.0
0.0,2.0,24.0,84.95,0.0
0.0,5.0,26.0,98.24,0.0
0.0,4.0,20.0,80.0,0.0
0.0,4.0,7.0,88.4,0.0
0.0,1.0,22.0,141.0,0.0
0.0,3.0,14.0,82.45,0.0
0.0,4.0,12.0,89.85,0.0
0.0,2.0,1.0,116.1,0.0
0.0,3.0,1.0,142.2,0.0
0.0,2.0,12.0,79.48,0.0
0.0,1.0,30.0,115.0,1.0
0.0,3.0,11.0,72.25,0.0
0.0,2.0,28.0,128.7,1.0
0.0,3.0,24.0,80.75,0.0
0.0,1.0,24.0,141.0,0.0
0.0,10.0,17.0,92.31,1.0
0.0,1.0,21.0,140.0,0.0
0.0,2.0,14.0,88.0,1.0
0.0,1.0,29.0,79.0,0.0
0.0,2.0,18.0,67.76,0.0
0.0,1.0,14.0,123.3,0.0
2.0,1.0,11.0,209.7,1.0
0.0,2.0,29.0,60.0,0.0
0.0,3.0,5.0,119.1,1.0
0.0,4.0,30.0,106.89,0.0
1.0,1.0,16.0,121.5,1.0
2.0,1.0,18.0,177.3,1.0
0.0,3.0,14.0,68.0,0.0
0.0,0.0,25.0,145.0,0.0
0.0,3.0,4.0,88.4,0.0
0.0,2.0,9.0,108.0,0.0
0.0,0.0,23.0,67.0,0.0
0.0,5.0,16.0,117.06,0.0
0.0,3.0,9.0,72.07,1.0
0.0,1.0,8.0,160.0,0.0
0.0,1.0,11.0,126.9,0.0
0.0,4.0,30.0,84.43,1.0
0.0,2.0,18.0,78.3,1.0
0.0,2.0,4.0,88.4,0.0
0.0,3.0,3.0,129.6,0.0
0.0,2.0,1.0,85.5,1.0
0.0,2.0,21.0,118.8,0.0
0.0,2.0,3.0,77.0,0.0
0.0,2.0,18.0,126.9,1.0
1.0,2.0,2.0,146.7,0.0
0.0,1.0,27.0,141.3,0.0
0.0,2.0,15.0,80.3,0.0
0.0,3.0,8.0,75.0,0.0
0.0,2.0,10.0,120.0,1.0
0.0,1.0,17.0,65.0,0.0
0.0,2.0,26.0,52.0,0.0
0.0,3.0,5.0,105.3,0.0
0.0,2.0,14.0,75.0,0.0
0.0,0.0,26.0,119.0,1.0
0.0,1.0,30.0,66.0,0.0
0.0,3.0,24.0,67.83,0.0
0.0,4.0,19.0,126.0,0.0
0.0,0.0,24.0,131.0,1.0
0.0,0.0,12.0,67.5,1.0
0.0,1.0,3.0,44.6,1.0
0.0,3.0,24.0,97.88,1.0
0.0,5.0,10.0,72.96,0.0
0.0,1.0,17.0,89.25,0.0
0.0,1.0,27.0,86.0,0.0
1.0,2.0,22.0,106.2,0.0
0.0,3.0,24.0,106.8,0.0
0.0,0.0,25.0,119.0,0.0
0.0,1.0,16.0,76.5,1.0
0.0,4.0,25.0,104.58,0.0
0.0,3.0,26.0,95.0,1.0
2.0,1.0,19.0,182.0,0.0
0.0,4.0,7.0,96.6,0.0
0.0,3.0,22.0,176.0,0.0
0.0,2.0,20.0,73.0,0.0
0.0,0.0,24.0,89.0,0.0
0.0,2.0,25.0,81.0,0.0
0.0,2.0,27.0,129.0,0.0
0.0,1.0,15.0,115.0,1.0
1.0,3.0,29.0,90.5,0.0
0.0,3.0,29.0,70.0,0.0
0.0,3.0,31.0,129.5,0.0
0.0,2.0,7.0,210.0,0.0
0.0,5.0,22.0,48.33,0.0
0.0,1.0,8.0,80.39,0.0
0.0,2.0,4.0,85.17,0.0
0.0,2.0,19.0,77.0,0.0
0.0,2.0,8.0,146.7,1.0
0.0,3.0,14.0,86.25,0.0
0.0,0.0,28.0,137.0,0.0
0.0,1.0,18.0,116.1,0.0
0.0,3.0,14.0,100.0,1.0
0.0,2.0,1.0,105.0,0.0
0.0,1.0,30.0,109.0,0.0
2.0,3.0,16.0,198.9,1.0
0.0,2.0,26.0,58.0,0.0
0.0,2.0,15.0,130.0,1.0
0.0,2.0,11.0,136.0,0.0
0.0,2.0,22.0,99.9,0.0
0.0,2.0,28.0,111.6,0.0
0.0,2.0,2.0,100.0,0.0
0.0,2.0,14.0,67.5,0.0
0.0,0.0,5.0,82.39,0.0
0.0,3.0,14.0,90.0,0.0
0.0,0.0,12.0,89.0,0.0
0.0,4.0,7.0,70.0,0.0
0.0,3.0,25.0,100.75,0.0
0.0,3.0,29.0,110.8,1.0
1.0,5.0,3.0,129.7,1.0
0.0,2.0,5.0,85.5,0.0
0.0,2.0,10.0,120.0,0.0
0.0,0.0,15.0,256.0,1.0
2.0,3.0,19.0,234.0,1.0
0.0,2.0,18.0,119.52,0.0
0.0,2.0,19.0,110.0,1.0
0.0,2.0,14.0,130.0,0.0
0.0,1.0,14.0,67.0,0.0
0.0,4.0,18.0,136.0,0.0
0.0,5.0,21.0,90.95,0.0
0.0,1.0,1.0,109.0,1.0
0.0,1.0,3.0,119.07,1.0
0.0,2.0,20.0,73.0,0.0
0.0,0.0,7.0,103.0,0.0
0.0,3.0,18.0,135.9,0.0
0.0,2.0,17.0,116.1,1.0
0.0,1.0,4.0,112.42,0.0
0.0,3.0,13.0,90.3,0.0
0.0,2.0,2.0,79.2,0.0
0.0,2.0,17.0,82.0,0.0
0.0,2.0,14.0,109.0,0.0
0.0,1.0,4.0,86.0,0.0
0.0,2.0,6.0,110.0,0.0
0.0,2.0,30.0,148.0,0.0
1.0,2.0,14.0,109.0,0.0
0.0,4.0,12.0,120.0,1.0
0.0,1.0,10.0,65.0,0.0
0.0,5.0,27.0,70.55,0.0
0.0,1.0,3.0,88.0,0.0
0.0,1.0,22.0,158.0,0.0
0.0,1.0,8.0,94.5,1.0
0.0,1.0,16.0,67.5,0.0
0.0,0.0,9.0,99.0,0.0
0.0,2.0,7.0,106.1,1.0
0.0,2.0,16.0,87.0,0.0
0.0,3.0,17.0,63.75,1.0
1.0,1.0,9.0,100.0,0.0
0.0,1.0,21.0,156.0,0.0
0.0,2.0,21.0,80.75,0.0
0.0,3.0,29.0,152.0,0.0
0.0,5.0,27.0,93.36,0.0
0.0,4.0,21.0,78.0,0.0
2.0,3.0,21.0,185.22,1.0
0.0,2.0,4.0,65.0,0.0
0.0,1.0,29.0,75.0,0.0
1.0,1.0,30.0,186.3,0.0
0.0,3.0,26.0,94.86,0.0
1.0,2.0,11.0,183.5,0.0
0.0,1.0,22.0,109.8,0.0
0.0,9.0,19.0,69.82,1.0
0.0,1.0,29.0,141.0,0.0
0.0,3.0,14.0,120.0,0.0
1.0,5.0,21.0,132.13,0.0
0.0,3.0,26.0,99.45,1.0
0.0,1.0,11.0,94.5,0.0
0.0,2.0,27.0,108.11,0.0
0.0,1.0,28.0,110.88,0.0
0.0,3.0,6.0,110.0,0.0
0.0,2.0,29.0,95.3,0.0
0.0,2.0,15.0,115.0,1.0
0.0,2.0,27.0,110.0,0.0
0.0,0.0,10.0,134.0,0.0
0.0,1.0,16.0,70.0,1.0
0.0,2.0,22.0,137.0,0.0
0.0,2.0,10.0,100.3,1.0
0.0,4.0,19.0,67.32,0.0
1.0,2.0,15.0,135.15,0.0
0.0,1.0,4.0,65.0,0.0
0.0,1.0,19.0,91.0,0.0
0.0,1.0,19.0,65.0,0.0
0.0,1.0,30.0,71.4,0.0
0.0,4.0,21.0,128.49,1.0
0.0,2.0,23.0,150.3,1.0
0.0,2.0,11.0,79.2,0.0
0.0,1.0,20.0,95.0,0.0
0.0,1.0,23.0,79.8,0.0
0.0,0.0,9.0,108.0,0.0
0.0,1.0,29.0,126.67,1.0
0.0,1.0,27.0,48.67,0.0
0.0,2.0,30.0,94.8,1.0
0.0,1.0,2.0,88.7,1.0
0.0,2.0,10.0,130.0,1.0
0.0,2.0,13.0,108.33,0.0
0.0,2.0,7.0,141.3,1.0
0.0,1.0,4.0,76.0,0.0
0.0,5.0,13.0,143.65,1.0
0.0,3.0,19.0,135.9,0.0
0.0,4.0,12.0,120.0,1.0
0.0,3.0,25.0,100.0,0.0
1.0,3.0,30.0,103.78,0.0
0.0,3.0,8.0,105.0,0.0
0.0,3.0,3.0,100.0,1.0
0.0,2.0,16.0,118.8,1.0
0.0,2.0,11.0,75.0,0.0
0.0,3.0,24.0,74.8,0.0
0.0,3.0,11.0,127.8,0.0
0.0,2.0,4.0,89.0,1.0
0.0,3.0,7.0,137.83,0.0
0.0,0.0,24.0,94.5,0.0
0.0,1.0,1.0,65.0,0.0
0.0,3.0,17.0,161.1,0.0
0.0,2.0,16.0,109.0,0.0
0.0,2.0,27.0,107.0,0.0
0.0,4.0,7.0,74.8,0.0
0.0,0.0,3.0,108.0,1.0
0.0,3.0,1.0,110.0,1.0
0.0,2.0,25.0,100.0,1.0
0.0,2.0,19.0,80.3,0.0
0.0,2.0,5.0,86.75,1.0
0.0,2.0,18.0,83.59,0.0
0.0,3.0,25.0,90.95,0.0
0.0,1.0,5.0,6.0,0.0
0.0,2.0,2.0,116.64,0.0
1.0,2.0,21.0,133.58,0.0
0.0,3.0,2.0,80.75,1.0
0.0,3.0,25.0,66.49,0.0
0.0,3.0,13.0,105.0,0.0
2.0,2.0,18.0,231.5,1.0
0.0,5.0,19.0,41.43,0.0
1.0,1.0,30.0,149.0,0.0
0.0,3.0,21.0,91.48,0.0
1.0,1.0,3.0,135.9,1.0
0.0,4.0,19.0,201.6,0.0
0.0,3.0,12.0,75.0,1.0
2.0,5.0,10.0,218.03,1.0
0.0,3.0,17.0,120.06,0.0
0.0,1.0,26.0,65.0,0.0
0.0,0.0,4.0,168.3,0.0
0.0,1.0,12.0,120.0,1.0
0.0,3.0,22.0,72.25,0.0
0.0,2.0,25.0,130.0,1.0
0.0,2.0,17.0,140.4,1.0
0.0,3.0,8.0,119.0,0.0
0.0,4.0,5.0,97.92,0.0
0.0,1.0,18.0,116.1,1.0
0.0,4.0,14.0,153.38,0.0
0.0,2.0,6.0,103.0,0.0
0.0,2.0,19.0,132.0,0.0
0.0,0.0,10.0,103.5,1.0
0.0,4.0,30.0,71.0,0.0
0.0,3.0,1.0,58.4,0.0
0.0,1.0,16.0,95.0,0.0
1.0,3.0,5.0,80.3,0.0
0.0,2.0,18.0,195.0,0.0
0.0,2.0,22.0,105.3,0.0
0.0,1.0,25.0,119.0,0.0
0.0,1.0,11.0,105.3,0.0
0.0,0.0,16.0,91.0,0.0
0.0,1.0,9.0,70.0,0.0
0.0,2.0,7.0,90.2,0.0
0.0,1.0,29.0,99.0,0.0
0.0,2.0,19.0,90.0,0.0
0.0,2.0,13.0,95.0,1.0
0.0,2.0,26.0,107.0,1.0
0.0,0.0,2.0,125.1,0.0
0.0,1.0,7.0,116.1,0.0
0.0,6.0,18.0,148.7,0.0
0.0,6.0,14.0,89.75,0.0
0.0,4.0,31.0,104.61,0.0
0.0,1.0,17.0,79.2,0.0
0.0,3.0,17.0,109.25,0.0
0.0,2.0,18.0,115.0,1.0
0.0,2.0,11.0,100.3,1.0
0.0,5.0,22.0,77.35,1.0
0.0,2.0,16.0,101.5,1.0
0.0,3.0,16.0,100.75,1.0
0.0,3.0,13.0,140.7,0.0
0.0,4.0,13.0,79.0,1.0
0.0,3.0,24.0,66.0,0.0
0.0,2.0,7.0,137.83,0.0
1.0,1.0,19.0,125.0,0.0
0.0,4.0,24.0,115.6,1.0
0.0,5.0,15.0,72.25,0.0
0.0,2.0,12.0,79.0,1.0
0.0,2.0,28.0,104.4,0.0
0.0,2.0,22.0,72.25,0.0
0.0,2.0,26.0,123.5,0.0
0.0,3.0,26.0,95.0,1.0
0.0,1.0,23.0,159.3,1.0
0.0,3.0,25.0,95.0,0.0
0.0,3.0,3.0,96.0,0.0
0.0,3.0,7.0,140.13,0.0
0.0,1.0,19.0,85.0,0.0
0.0,5.0,24.0,129.6,1.0
1.0,1.0,6.0,120.0,0.0
0.0,3.0,22.0,145.0,0.0
2.0,2.0,11.0,139.05,1.0
0.0,5.0,9.0,133.69,1.0
0.0,1.0,25.0,86.0,0.0
0.0,4.0,7.0,70.0,0.0
0.0,4.0,7.0,88.4,0.0
0.0,1.0,23.0,95.0,0.0
0.0,3.0,21.0,101.33,1.0
2.0,2.0,12.0,221.3,1.0
0.0,1.0,4.0,114.3,1.0
0.0,2.0,13.0,85.0,0.0
0.0,2.0,4.0,70.0,1.0
0.0,2.0,22.0,94.5,0.0
0.0,2.0,31.0,94.96,0.0
0.0,4.0,2.0,93.6,0.0
0.0,3.0,26.0,176.0,0.0
0.0,1.0,18.0,94.5,1.0
0.0,2.0,25.0,77.03,0.0
0.0,2.0,16.0,243.9,0.0
0.0,1.0,10.0,88.0,0.0
2.0,1.0,3.0,231.0,1.0
0.0,3.0,9.0,116.1,1.0
0.0,4.0,14.0,58.0,0.0
0.0,3.0,19.0,88.4,0.0
0.0,2.0,10.0,108.0,0.0
0.0,2.0,16.0,88.0,1.0
0.0,1.0,16.0,77.03,0.0
0.0,2.0,28.0,97.33,0.0
0.0,2.0,28.0,110.0,0.0
0.0,2.0,6.0,146.03,0.0
0.0,2.0,24.0,115.0,1.0
0.0,4.0,18.0,52.85,0.0
0.0,2.0,29.0,79.0,0.0
0.0,2.0,18.0,83.39,0.0
0.0,3.0,29.0,139.5,1.0
0.0,0.0,4.0,72.0,0.0
0.0,1.0,28.0,138.0,0.0
0.0,2.0,9.0,149.4,0.0
0.0,3.0,7.0,199.0,0.0
0.0,2.0,22.0,90.95,0.0
0.0,1.0,22.0,124.0,0.0
0.0,3.0,19.0,70.0,0.0
0.0,3.0,12.0,137.52,0.0
0.0,2.0,4.0,73.88,0.0
0.0,0.0,5.0,65.0,0.0
0.0,3.0,14.0,70.0,0.0
0.0,3.0,23.0,224.67,1.0
0.0,2.0,9.0,159.3,1.0
0.0,2.0,10.0,116.1,0.0
0.0,0.0,30.0,99.9,0.0
0.0,5.0,11.0,95.63,0.0
0.0,2.0,15.0,81.9,0.0
0.0,4.0,5.0,187.0,0.0
0.0,3.0,11.0,105.0,0.0
0.0,4.0,26.0,110.84,1.0
0.0,4.0,11.0,135.0,0.0
0.0,2.0,26.0,68.0,0.0
0.0,3.0,18.0,83.3,0.0
1.0,2.0,5.0,72.0,0.0
0.0,5.0,19.0,118.8,1.0
0.0,2.0,27.0,76.5,0.0
0.0,5.0,6.0,144.86,0.0
0.0,1.0,17.0,67.0,0.0
0.0,3.0,13.0,90.0,0.0
0.0,4.0,23.0,97.75,1.0
0.0,2.0,23.0,75.0,0.0
0.0,0.0,18.0,89.5,0.0
0.0,3.0,14.0,138.6,0.0
0.0,3.0,17.0,73.95,0.0
0.0,1.0,19.0,75.0,0.0
0.0,2.0,18.0,161.9,0.0
0.0,5.0,27.0,58.36,1.0
0.0,5.0,16.0,99.95,0.0
0.0,1.0,24.0,137.7,0.0
0.0,3.0,9.0,126.9,0.0
0.0,2.0,18.0,101.5,0.0
0.0,1.0,20.0,94.95,0.0
1.0,1.0,27.0,88.0,0.0
0.0,3.0,22.0,90.95,1.0
0.0,1.0,14.0,91.0,1.0
0.0,2.0,27.0,118.15,1.0
0.0,5.0,22.0,96.3,1.0
0.0,3.0,27.0,113.05,0.0
0.0,2.0,1.0,63.3,0.0
0.0,3.0,5.0,132.6,0.0
0.0,2.0,10.0,81.82,0.0
0.0,1.0,20.0,97.54,0.0
0.0,3.0,7.0,115.8,0.0
0.0,3.0,21.0,87.32,0.0
0.0,3.0,16.0,85.0,0.0
0.0,1.0,29.0,117.04,0.0
0.0,1.0,21.0,119.7,0.0
0.0,1.0,22.0,153.0,1.0
0.0,2.0,28.0,76.0,0.0
0.0,3.0,1.0,110.0,1.0
0.0,3.0,22.0,135.31,1.0
0.0,2.0,19.0,115.0,1.0
0.0,0.0,20.0,90.0,0.0
0.0,3.0,5.0,65.0,0.0
0.0,0.0,28.0,135.9,0.0
0.0,1.0,17.0,125.1,0.0
0.0,2.0,29.0,80.75,0.0
0.0,5.0,20.0,143.1,1.0
0.0,2.0,13.0,95.0,1.0
0.0,2.0,17.0,75.0,1.0
0.0,0.0,9.0,120.0,0.0
0.0,3.0,30.0,70.67,0.0
0.0,3.0,15.0,149.4,0.0
0.0,4.0,31.0,118.15,1.0
0.0,1.0,16.0,108.0,1.0
0.0,4.0,1.0,163.2,0.0
0.0,4.0,24.0,149.4,0.0
0.0,2.0,19.0,115.0,1.0
0.0,2.0,19.0,110.0,1.0
0.0,1.0,3.0,97.2,1.0
0.0,3.0,9.0,96.9,1.0
0.0,2.0,9.0,90.0,0.0
0.0,1.0,30.0,96.6,0.0
0.0,2.0,2.0,112.5,0.0
0.0,2.0,14.0,109.0,0.0
0.0,3.0,27.0,60.0,1.0
0.0,3.0,6.0,129.33,0.0
0.0,2.0,15.0,60.0,0.0
0.0,3.0,14.0,114.0,0.0
0.0,5.0,12.0,130.05,1.0
0.0,4.0,4.0,81.35,0.0
0.0,2.0,16.0,100.0,1.0
0.0,2.0,17.0,130.05,0.0
0.0,1.0,12.0,79.0,0.0
0.0,3.0,29.0,131.4,1.0
0.0,4.0,12.0,90.95,0.0
0.0,1.0,29.0,85.5,0.0
0.0,1.0,28.0,123.0,0.0
0.0,4.0,31.0,82.45,0.0
0.0,3.0,1.0,105.4,0.0
0.0,2.0,12.0,107.0,1.0
0.0,2.0,16.0,66.5,0.0
0.0,2.0,29.0,85.0,0.0
0.0,1.0,13.0,114.3,1.0
0.0,5.0,23.0,123.25,1.0
0.0,1.0,19.0,80.0,0.0
0.0,4.0,17.0,65.29,0.0
0.0,1.0,17.0,67.0,1.0
1.0,2.0,26.0,125.1,0.0
0.0,2.0,12.0,139.5,0.0
0.0,1.0,23.0,97.0,0.0
0.0,2.0,11.0,140.7,1.0
0.0,2.0,18.0,126.0,0.0
1.0,3.0,10.0,127.5,1.0
0.0,2.0,4.0,79.5,0.0
0.0,0.0,7.0,139.0,0.0
0.0,4.0,9.0,129.5,0.0
0.0,2.0,11.0,87.3,0.0
0.0,3.0,1.0,116.8,0.0
0.0,1.0,4.0,65.0,0.0
0.0,2.0,8.0,96.3,0.0
0.0,3.0,20.0,95.0,0.0
0.0,1.0,29.0,89.0,0.0
0.0,2.0,23.0,99.45,0.0
0.0,1.0,19.0,91.5,0.0
0.0,2.0,11.0,120.0,1.0
0.0,2.0,19.0,86.5,0.0
0.0,1.0,28.0,140.4,1.0
0.0,4.0,1.0,84.43,1.0
0.0,2.0,24.0,67.5,0.0
0.0,2.0,7.0,96.25,0.0
0.0,1.0,12.0,99.9,1.0
0.0,2.0,25.0,58.0,0.0
